Geneid	Chr	Start	End	Strand	Length	BF1	BF2	BF3	BF4	BF5	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5
NFRAN_RS03955	NZ_LR216287.1	851855	852058	+	204	1594	1285	2010	2293	2066	1562	1579	1598	1649	2484
NFRAN_RS03960	NZ_LR216287.1	852714	853319	-	606	10	18	4	28	24	6	20	16	25	18
NFRAN_RS13600	NZ_LR216287.1	853722	853859	-	138	17	10	69	93	82	18	15	28	24	33
NFRAN_RS03965	NZ_LR216287.1	854273	854632	-	360	196	390	272	414	302	419	389	395	453	646
NFRAN_RS03970	NZ_LR216287.1	854838	855398	-	561	4010	4987	4292	4793	5785	9338	9816	8804	9665	12051
NFRAN_RS03975	NZ_LR216287.1	855627	855830	+	204	3203	3286	5079	6102	4084	3310	2919	2836	3190	3954
NFRAN_RS03980	NZ_LR216287.1	856020	856289	-	270	3185	2880	3227	4198	4169	3622	3844	3385	3924	5338
NFRAN_RS03985	NZ_LR216287.1	857625	859061	-	1437	2390	2828	2952	3169	2638	2172	1737	1612	2177	2998
NFRAN_RS03990	NZ_LR216287.1	859476	859733	-	258	600	444	713	752	971	1145	990	1036	1037	1522
NFRAN_RS03995	NZ_LR216287.1	860902	861573	+	672	7215	7938	6551	6695	8824	18338	17592	17414	18553	23416
NFRAN_RS04000	NZ_LR216287.1	862389	862658	-	270	19150	17621	22585	28780	26108	19504	22624	18064	25223	26669
NFRAN_RS04005	NZ_LR216287.1	863047	863529	-	483	348	385	470	440	550	570	694	574	744	941
NFRAN_RS04010	NZ_LR216287.1	864414	864860	+	447	2480	3416	3186	2361	2535	3177	3010	2564	3645	3439
NFRAN_RS04015	NZ_LR216287.1	865165	865545	-	381	5	9	1	0	0	4	0	5	0	16
NFRAN_RS04020	NZ_LR216287.1	865478	865777	-	300	2	0	0	4	2	3	2	2	2	1
NFRAN_RS04025	NZ_LR216287.1	866091	866705	+	615	68	38	28	7	31	31	24	11	51	63
NFRAN_RS04030	NZ_LR216287.1	867086	868873	+	1788	8327	10348	7977	9414	8957	11601	12083	11709	12959	15243
NFRAN_RS04035	NZ_LR216287.1	869569	870135	-	567	499	1313	1525	424	1005	559	636	631	663	577
NFRAN_RS04040	NZ_LR216287.1	870246	870887	+	642	114	161	128	120	151	112	100	94	95	136
NFRAN_RS04045	NZ_LR216287.1	871164	871445	-	282	0	8	13	8	2	6	14	6	4	48
NFRAN_RS04050	NZ_LR216287.1	871899	872144	-	246	13	23	20	20	4	19	16	13	6	2
NFRAN_RS04055	NZ_LR216287.1	872111	872359	-	249	28	33	49	19	13	28	30	39	24	55
NFRAN_RS04060	NZ_LR216287.1	872375	872659	-	285	24	101	41	29	70	51	36	24	66	57
NFRAN_RS04065	NZ_LR216287.1	872970	873380	-	411	154	389	432	382	279	315	351	331	454	476
NFRAN_RS04070	NZ_LR216287.1	873539	873763	+	225	44	38	57	87	32	68	57	83	88	197
NFRAN_RS13605	NZ_LR216287.1	873832	873978	+	147	36	52	34	52	58	63	48	78	83	87
NFRAN_RS04075	NZ_LR216287.1	874261	874443	-	183	18	34	79	62	61	44	62	18	70	59
NFRAN_RS14295	NZ_LR216287.1	874622	874744	+	123	52	87	65	69	51	78	63	60	88	87
NFRAN_RS04080	NZ_LR216287.1	874874	876550	+	1677	1090	1486	1356	1357	1581	1367	1272	1207	1771	1758
NFRAN_RS04085	NZ_LR216287.1	877127	877678	+	552	1147	1674	1496	1441	1853	2458	2460	2223	2637	2857
NFRAN_RS04090	NZ_LR216287.1	878971	879936	-	966	920	752	1226	1324	1033	961	861	899	803	1282
NFRAN_RS14300	NZ_LR216287.1	880562	880684	+	123	18	5	22	64	52	24	13	23	14	15
NFRAN_RS04095	NZ_LR216287.1	880722	881072	+	351	68	124	137	100	75	50	71	75	77	98
NFRAN_RS04100	NZ_LR216287.1	881136	881366	+	231	49	57	90	116	58	92	58	60	82	147
NFRAN_RS04105	NZ_LR216287.1	882258	882779	+	522	369	245	570	490	384	318	411	303	488	559
NFRAN_RS13610	NZ_LR216287.1	883136	883285	-	150	28	37	8	14	21	31	12	17	58	17
NFRAN_RS04110	NZ_LR216287.1	883596	884639	-	1044	382	623	386	451	410	557	556	517	524	719
NFRAN_RS04115	NZ_LR216287.1	884747	885409	+	663	317	448	345	297	443	707	553	575	753	793
NFRAN_RS14115	NZ_LR216287.1	886098	887066	+	969	10573	10550	18426	11395	15562	6462	7300	9507	22979	8865
NFRAN_RS04125	NZ_LR216287.1	888437	888913	+	477	1048	1078	2017	2006	1491	1242	1243	1228	1364	1736
NFRAN_RS04130	NZ_LR216287.1	889027	889656	+	630	1183	952	1544	1290	1056	966	1004	876	853	1368
NFRAN_RS14305	NZ_LR216287.1	889857	889982	-	126	44	58	27	57	70	124	98	106	183	160
NFRAN_RS14310	NZ_LR216287.1	890332	890463	-	132	11	37	23	26	19	38	36	20	25	40
NFRAN_RS13615	NZ_LR216287.1	890621	890770	-	150	4	36	14	10	17	19	30	17	46	23
NFRAN_RS04140	NZ_LR216287.1	890860	891501	-	642	304	428	469	423	449	403	374	444	367	643
NFRAN_RS13620	NZ_LR216287.1	891587	891745	-	159	129	361	193	226	221	239	200	180	284	256
NFRAN_RS04145	NZ_LR216287.1	892862	892936	-	75	64	77	182	174	159	164	112	146	224	203
NFRAN_RS04150	NZ_LR216287.1	892983	893525	-	543	3271	3719	5453	5140	4501	3744	3571	3030	3390	4168
NFRAN_RS04155	NZ_LR216287.1	893850	894188	-	339	3486	3991	5575	4286	4418	4577	4374	4405	6054	6303
NFRAN_RS04160	NZ_LR216287.1	894197	894715	-	519	551	614	600	728	905	1001	993	971	1121	1326
NFRAN_RS04165	NZ_LR216287.1	895174	895719	+	546	7023	6349	6157	6072	5886	6852	6307	6790	8939	7808
NFRAN_RS04170	NZ_LR216287.1	895760	896344	+	585	3235	2169	2494	2940	2840	3251	2858	3351	3976	4295
NFRAN_RS04175	NZ_LR216287.1	896548	896808	+	261	897	983	835	1027	988	1096	1333	1173	1501	1642
NFRAN_RS04180	NZ_LR216287.1	896811	897893	-	1083	5412	6619	6118	5662	6904	8554	8027	6931	8952	10415
NFRAN_RS04185	NZ_LR216287.1	898102	898662	+	561	513	473	441	428	684	929	847	835	1138	1266
NFRAN_RS04190	NZ_LR216287.1	898674	900002	-	1329	2704	3560	3233	2897	3326	4144	3627	3315	4011	5266
NFRAN_RS04195	NZ_LR216287.1	900481	902145	-	1665	93637	97184	86438	82106	116190	138769	125003	144104	183531	186388
NFRAN_RS04200	NZ_LR216287.1	902310	902744	+	435	752	1242	1119	877	786	814	877	831	1023	1072
NFRAN_RS04205	NZ_LR216287.1	903125	904003	-	879	7106	5967	8619	7798	8352	10388	8219	8185	9698	11721
NFRAN_RS04210	NZ_LR216287.1	904084	904545	-	462	1082	1613	1306	1328	2004	2599	2497	2763	3255	3849
NFRAN_RS04215	NZ_LR216287.1	904631	905713	-	1083	10754	10513	9497	9522	13190	17609	17142	15646	19873	21459
NFRAN_RS04220	NZ_LR216287.1	905806	906939	+	1134	2492	2814	3101	2926	2619	2742	2416	2347	2792	3446
NFRAN_RS04225	NZ_LR216287.1	906936	907874	+	939	1743	1862	1789	1519	1527	1566	1495	1545	1770	2003
NFRAN_RS04230	NZ_LR216287.1	907893	908885	+	993	539	531	656	710	662	852	763	736	741	1082
NFRAN_RS04235	NZ_LR216287.1	908875	909621	+	747	296	227	277	167	205	199	249	292	339	450
NFRAN_RS04240	NZ_LR216287.1	909879	910664	+	786	638	760	658	525	552	740	826	972	1454	1113
NFRAN_RS04250	NZ_LR216287.1	910895	911173	-	279	5770	7054	5433	4656	7884	13043	11492	11885	16201	14713
NFRAN_RS13625	NZ_LR216287.1	911363	911503	+	141	3240	2410	4757	5657	4135	2916	3268	2616	3878	4581
NFRAN_RS04255	NZ_LR216287.1	911513	912199	-	687	508	685	742	813	733	770	744	695	790	975
NFRAN_RS04260	NZ_LR216287.1	912280	912588	+	309	190	146	189	156	141	213	155	267	310	359
NFRAN_RS04265	NZ_LR216287.1	912748	913200	+	453	4972	3931	4497	5372	5393	6774	4885	7373	10480	9362
NFRAN_RS04270	NZ_LR216287.1	913213	913506	+	294	2325	2710	2973	3067	3619	4980	3853	4211	4901	5182
NFRAN_RS04275	NZ_LR216287.1	913600	914649	+	1050	10666	11735	11469	11003	14988	20393	17549	17602	23710	22786
NFRAN_RS04280	NZ_LR216287.1	914679	915575	+	897	2416	2460	3351	2983	3016	2765	2467	2574	3085	4052
NFRAN_RS04285	NZ_LR216287.1	915619	916287	+	669	1746	1525	1918	1983	2031	1760	1636	1694	2307	2439
NFRAN_RS04290	NZ_LR216287.1	916311	917024	+	714	9073	10099	15012	13588	8873	6369	4960	5258	6016	6368
NFRAN_RS04295	NZ_LR216287.1	917027	917467	+	441	3283	2260	3154	3263	2228	2030	1687	2008	2636	2612
NFRAN_RS04300	NZ_LR216287.1	917509	918300	+	792	3400	2484	2604	3119	2760	3681	2898	3373	4298	4807
NFRAN_RS04305	NZ_LR216287.1	918297	919715	+	1419	4414	4522	4127	4710	4857	5293	4410	5155	6255	6616
NFRAN_RS04310	NZ_LR216287.1	919708	920445	+	738	3103	3492	3455	2824	3290	4389	3458	3552	4961	5313
NFRAN_RS04315	NZ_LR216287.1	920451	920966	-	516	23824	24465	37779	28116	21972	14361	13391	12620	15627	17383
NFRAN_RS04320	NZ_LR216287.1	921787	922695	-	909	526	547	542	529	587	948	901	941	937	1455
NFRAN_RS04325	NZ_LR216287.1	922800	923252	+	453	857	1046	674	719	674	1099	990	1076	1281	1226
NFRAN_RS04330	NZ_LR216287.1	923280	923666	-	387	462	609	623	583	718	931	792	821	1062	1226
NFRAN_RS04335	NZ_LR216287.1	923727	924044	-	318	199	225	184	221	211	300	377	309	339	404
NFRAN_RS04340	NZ_LR216287.1	924564	925412	+	849	423	531	416	501	684	836	950	754	934	1180
NFRAN_RS13630	NZ_LR216287.1	925502	925687	-	186	265	342	360	298	228	371	220	213	435	329
NFRAN_RS04350	NZ_LR216287.1	926590	927327	-	738	226	321	253	360	436	596	538	636	659	872
NFRAN_RS04355	NZ_LR216287.1	927571	929742	-	2172	1759	1716	1983	2251	1818	2057	1800	1868	2160	2477
NFRAN_RS04360	NZ_LR216287.1	930147	930746	+	600	213	400	503	452	395	436	393	362	641	675
NFRAN_RS04365	NZ_LR216287.1	931317	931619	-	303	668	707	991	1097	729	744	655	623	854	946
NFRAN_RS04370	NZ_LR216287.1	931676	932281	-	606	0	0	4	15	15	7	9	2	12	3
NFRAN_RS04375	NZ_LR216287.1	932427	934091	-	1665	280	199	193	275	163	389	455	455	448	436
NFRAN_RS04380	NZ_LR216287.1	934531	934977	-	447	15052	12188	26497	27738	22079	9940	6172	7278	17789	8931
NFRAN_RS04385	NZ_LR216287.1	935297	935602	-	306	145	208	221	137	122	191	153	163	187	165
NFRAN_RS04390	NZ_LR216287.1	936005	936274	+	270	5533	5106	5203	5281	6058	6159	6570	6082	7814	8851
NFRAN_RS04395	NZ_LR216287.1	936533	937138	-	606	0	0	0	6	0	0	12	18	8	0
NFRAN_RS04405	NZ_LR216287.1	938980	939432	+	453	444	343	620	504	450	371	394	401	653	531
NFRAN_RS04410	NZ_LR216287.1	940176	940511	+	336	613	449	724	1083	816	1192	854	1009	920	1646
NFRAN_RS04415	NZ_LR216287.1	940992	942056	+	1065	2666	2262	2560	2610	2399	3091	2655	2988	3250	3650
NFRAN_RS04420	NZ_LR216287.1	942285	943490	-	1206	16214	18388	20514	21371	18115	17847	18412	16107	23697	19768
NFRAN_RS04425	NZ_LR216287.1	943767	944132	+	366	6852	8302	7083	7104	5899	5033	4849	5322	6163	8034
NFRAN_RS04430	NZ_LR216287.1	944189	944386	-	198	644	922	967	874	538	623	601	883	1214	1061
NFRAN_RS04435	NZ_LR216287.1	944490	945416	-	927	202	147	223	344	287	266	233	249	233	401
NFRAN_RS04440	NZ_LR216287.1	945799	947661	+	1863	11124	7700	13202	12575	9289	7565	6752	6493	6811	7683
NFRAN_RS04445	NZ_LR216287.1	948402	948638	+	237	11	8	9	18	17	17	7	14	26	33
NFRAN_RS04450	NZ_LR216287.1	948751	950310	-	1560	943	883	916	1108	1105	1771	1385	1577	2137	1883
NFRAN_RS04455	NZ_LR216287.1	950383	950913	-	531	507	393	411	418	580	786	589	615	833	902
NFRAN_RS04460	NZ_LR216287.1	951714	951971	-	258	1203	1000	1379	1424	1333	1668	1297	1358	1683	1789
NFRAN_RS13635	NZ_LR216287.1	953253	953405	-	153	32	18	72	62	99	32	40	36	48	68
NFRAN_RS04465	NZ_LR216287.1	953491	953826	+	336	454	489	634	508	426	400	297	197	433	301
NFRAN_RS04470	NZ_LR216287.1	955144	955584	+	441	5178	3780	8419	11899	5964	3095	1496	1271	1780	2257
NFRAN_RS04475	NZ_LR216287.1	957112	957639	-	528	481	461	648	752	717	694	454	536	565	627
NFRAN_RS04480	NZ_LR216287.1	958509	958727	+	219	2196	2606	2900	2770	3074	4524	4114	3421	4928	4424
NFRAN_RS04485	NZ_LR216287.1	958773	959498	+	726	2049	2292	2661	2717	3081	4576	3856	3907	4796	5396
NFRAN_RS04490	NZ_LR216287.1	959617	960441	-	825	1611	1706	2089	2270	2025	1826	1784	1834	2162	2840
NFRAN_RS04495	NZ_LR216287.1	961055	961408	-	354	1377	1996	1580	1759	1672	1599	1656	1722	1977	2287
NFRAN_RS04500	NZ_LR216287.1	961693	962067	-	375	1342	1427	1527	1221	1470	1295	1333	1120	1511	1909
NFRAN_RS04505	NZ_LR216287.1	962193	963677	-	1485	23824	11341	21201	20588	14911	4207	3092	1748	2201	3055
NFRAN_RS04510	NZ_LR216287.1	963719	964339	-	621	94446	40022	115630	139837	96301	17034	12753	6157	7288	12673
NFRAN_RS04515	NZ_LR216287.1	964513	965286	+	774	72067	33851	86117	86228	55644	10142	7545	4192	4185	7001
NFRAN_RS04520	NZ_LR216287.1	966542	966769	+	228	113	117	144	170	197	178	153	133	159	176
NFRAN_RS04525	NZ_LR216287.1	967051	967674	+	624	83	140	103	108	148	220	167	226	213	208
NFRAN_RS04530	NZ_LR216287.1	968014	968427	+	414	1094	1269	1411	1726	1340	1675	1669	1643	1973	2359
NFRAN_RS04535	NZ_LR216287.1	969477	969941	-	465	1749	1079	2947	1608	1878	1502	1389	1514	1987	2524
NFRAN_RS04540	NZ_LR216287.1	970741	971079	+	339	326	259	466	631	407	330	137	182	226	363
NFRAN_RS04545	NZ_LR216287.1	972087	972818	-	732	99	78	185	165	121	99	58	66	62	115
NFRAN_RS04550	NZ_LR216287.1	973423	973698	+	276	1408	2199	1423	1386	1807	1339	1541	1663	1945	2371
NFRAN_RS04555	NZ_LR216287.1	974366	974977	+	612	60	40	53	48	28	54	56	46	54	78
NFRAN_RS04560	NZ_LR216287.1	975929	976768	-	840	951	690	1112	1175	1080	1139	1271	1136	1020	1467
NFRAN_RS04565	NZ_LR216287.1	978473	978907	+	435	148	229	214	204	218	284	213	280	314	412
NFRAN_RS13640	NZ_LR216287.1	979120	979269	-	150	89	100	53	104	106	278	178	233	363	252
NFRAN_RS04570	NZ_LR216287.1	980216	980569	+	354	20	0	8	8	26	2	16	14	26	34
NFRAN_RS04575	NZ_LR216287.1	981429	982016	+	588	2132	1657	3078	2783	1920	1054	1003	871	1305	1395
NFRAN_RS04580	NZ_LR216287.1	982240	982776	+	537	1661	1694	2106	1827	1601	1557	1512	1373	1602	2052
NFRAN_RS04585	NZ_LR216287.1	982828	983142	-	315	494	707	739	990	685	682	775	689	697	1168
NFRAN_RS04590	NZ_LR216287.1	983485	983835	-	351	252	452	760	565	408	211	174	133	249	342
NFRAN_RS04595	NZ_LR216287.1	984716	984952	-	237	151	321	172	183	186	242	253	280	254	385
NFRAN_RS04600	NZ_LR216287.1	986886	987269	-	384	7132	4375	9978	12080	6540	4246	2555	2025	2630	2996
NFRAN_RS04605	NZ_LR216287.1	987518	988465	+	948	884	1091	1345	1164	783	533	469	421	457	529
NFRAN_RS04610	NZ_LR216287.1	989041	989379	+	339	1751	1465	2700	3702	1883	1626	1184	1168	1506	1552
NFRAN_RS04615	NZ_LR216287.1	989475	990014	+	540	310	238	499	394	319	337	254	215	483	266
NFRAN_RS04620	NZ_LR216287.1	990202	990768	-	567	95	110	220	140	165	176	165	123	162	207
NFRAN_RS04625	NZ_LR216287.1	990981	991703	+	723	1838	1395	1389	1328	1523	2358	1965	1963	2538	2641
NFRAN_RS04630	NZ_LR216287.1	992007	992768	-	762	1015	1365	1128	1193	1410	1683	1601	1514	2263	2448
NFRAN_RS04635	NZ_LR216287.1	992884	993237	-	354	145	124	269	200	235	171	139	103	229	156
NFRAN_RS04640	NZ_LR216287.1	993341	993529	+	189	0	3	0	0	0	2	0	0	0	0
NFRAN_RS04645	NZ_LR216287.1	993475	993945	+	471	4	24	0	0	9	3	18	9	18	4
NFRAN_RS04650	NZ_LR216287.1	994228	995066	+	839	8	0	12	27	16	14	6	6	2	16
NFRAN_RS13645	NZ_LR216287.1	995792	995944	+	153	8	0	2	4	0	4	0	0	2	10
NFRAN_RS04655	NZ_LR216287.1	996175	996603	+	429	2779	3560	3717	4182	3583	3443	3818	3663	4113	5296
NFRAN_RS04660	NZ_LR216287.1	996732	997517	-	786	2001	1850	2457	2770	2090	1821	1978	1791	2236	2780
NFRAN_RS04665	NZ_LR216287.1	997775	998050	-	276	555	396	588	472	558	613	432	409	634	919
NFRAN_RS04670	NZ_LR216287.1	998344	998583	-	240	89	107	150	163	179	237	127	211	230	278
NFRAN_RS04675	NZ_LR216287.1	998742	999113	-	372	384	436	632	474	398	534	451	405	632	719
NFRAN_RS04680	NZ_LR216287.1	999648	1000253	-	606	1	0	4	0	10	32	19	8	4	12
NFRAN_RS04685	NZ_LR216287.1	1000850	1001425	+	576	172	370	253	396	372	496	484	485	585	758
NFRAN_RS04690	NZ_LR216287.1	1002335	1002985	+	651	634	924	964	1102	986	1493	1308	1458	1757	1992
NFRAN_RS04695	NZ_LR216287.1	1003082	1004080	+	999	1520	1497	1585	1545	1573	1973	2005	2047	2381	2989
NFRAN_RS04700	NZ_LR216287.1	1004396	1004740	-	345	219	289	266	416	321	375	405	273	382	535
NFRAN_RS04705	NZ_LR216287.1	1005332	1005973	-	642	7642	6347	8469	8267	8115	11546	11629	10730	12258	14649
NFRAN_RS04710	NZ_LR216287.1	1006437	1006922	+	486	566	927	834	1181	1095	1288	1404	1305	1266	1741
NFRAN_RS04715	NZ_LR216287.1	1007421	1007705	-	285	4848	4421	4535	7474	7441	8300	8352	7858	7450	12639
NFRAN_RS04720	NZ_LR216287.1	1008662	1009486	-	825	4587	4165	5190	5078	4992	5486	4990	4948	5403	7317
NFRAN_RS04725	NZ_LR216287.1	1011266	1012531	+	1266	295	319	457	437	459	305	278	443	362	507
NFRAN_RS04730	NZ_LR216287.1	1013048	1013677	-	630	29508	4794	46834	21526	19349	135	101	184	62	204
NFRAN_RS04735	NZ_LR216287.1	1014034	1014498	-	465	6756	2773	8463	4639	2996	804	691	618	937	1009
NFRAN_RS04740	NZ_LR216287.1	1014498	1014797	-	300	3719	1466	6821	4727	3856	657	581	498	570	1080
NFRAN_RS04745	NZ_LR216287.1	1015831	1016139	-	309	38	54	74	41	69	76	48	81	88	122
NFRAN_RS04750	NZ_LR216287.1	1016411	1018537	-	2127	1038	976	892	1151	1048	1151	999	1227	1167	1474
NFRAN_RS04755	NZ_LR216287.1	1019236	1019637	+	402	104	85	78	92	88	52	75	66	69	150
NFRAN_RS04760	NZ_LR216287.1	1019972	1020514	-	543	10308	9366	8872	7172	9364	11011	9594	10449	12989	13030
NFRAN_RS04765	NZ_LR216287.1	1020970	1021746	+	777	619	500	610	725	726	694	688	697	623	862
NFRAN_RS04770	NZ_LR216287.1	1022481	1023494	-	1014	346	454	505	578	426	184	196	308	310	295
NFRAN_RS04775	NZ_LR216287.1	1023803	1024009	-	207	483	787	844	934	759	780	605	632	920	1001
NFRAN_RS04780	NZ_LR216287.1	1024077	1024760	-	684	1295	1635	1914	2044	1825	2043	2070	2107	2234	2666
NFRAN_RS04785	NZ_LR216287.1	1024862	1026247	-	1386	6215	5466	6325	7463	7204	12239	10990	10640	11596	13955
NFRAN_RS04790	NZ_LR216287.1	1027242	1027805	-	564	4351	5930	3992	3304	3810	6721	6638	7097	9279	9575
NFRAN_RS04795	NZ_LR216287.1	1029145	1029651	+	507	287	385	424	401	451	333	343	305	470	418
NFRAN_RS04800	NZ_LR216287.1	1029737	1030105	+	369	355	433	427	426	454	634	485	505	572	713
NFRAN_RS04805	NZ_LR216287.1	1030111	1030698	+	588	1260	1010	1151	1236	1274	1588	1512	1508	1501	2090
NFRAN_RS04810	NZ_LR216287.1	1030709	1031164	+	456	1116	836	860	896	843	1024	986	1097	1297	1804
NFRAN_RS04815	NZ_LR216287.1	1031365	1031622	-	258	0	8	20	4	4	0	2	0	8	6
NFRAN_RS13650	NZ_LR216287.1	1031651	1031803	-	153	0	0	6	0	0	2	2	4	0	0
NFRAN_RS04820	NZ_LR216287.1	1032425	1032802	+	378	275	236	469	395	402	402	370	327	298	574
NFRAN_RS04825	NZ_LR216287.1	1032841	1033452	-	612	122	232	112	133	144	84	120	167	170	238
NFRAN_RS04830	NZ_LR216287.1	1033927	1034187	-	261	114	203	165	141	142	155	127	84	150	144
NFRAN_RS04835	NZ_LR216287.1	1035530	1035778	-	249	1	40	24	35	76	63	31	50	23	68
NFRAN_RS13655	NZ_LR216287.1	1035857	1036003	-	147	13	27	4	15	11	18	11	29	17	22
NFRAN_RS04840	NZ_LR216287.1	1036222	1036794	-	573	1433	1541	1516	1635	1517	1508	1759	1634	1954	2349
NFRAN_RS13660	NZ_LR216287.1	1037202	1037354	+	153	9	50	8	8	35	26	17	28	35	46
NFRAN_RS04845	NZ_LR216287.1	1038460	1038756	+	297	1699	2748	1901	1795	2804	4234	3550	3768	5913	4683
NFRAN_RS04850	NZ_LR216287.1	1039429	1039797	+	369	130	129	103	142	189	345	270	274	311	292
NFRAN_RS04855	NZ_LR216287.1	1040689	1041645	+	957	1196	1115	1087	1120	1368	1579	1462	1424	1725	2114
NFRAN_RS04860	NZ_LR216287.1	1041877	1042464	-	588	380	377	375	471	358	412	296	352	350	439
NFRAN_RS04865	NZ_LR216287.1	1042559	1043530	+	972	1897	1821	2402	1881	1814	1630	1484	1450	1592	2038
NFRAN_RS04870	NZ_LR216287.1	1044179	1044460	+	282	1039	1651	1280	1061	1691	2157	2404	1963	2791	2540
NFRAN_RS04875	NZ_LR216287.1	1045332	1047134	-	1803	3901	4244	4638	4737	4829	6544	6311	5894	6768	7708
NFRAN_RS13665	NZ_LR216287.1	1047451	1047615	+	165	10	15	17	7	33	12	7	9	28	43
NFRAN_RS04880	NZ_LR216287.1	1048599	1048793	+	195	149	187	275	182	186	154	107	141	188	204
NFRAN_RS04885	NZ_LR216287.1	1049013	1049384	-	372	264	331	320	297	296	247	177	263	219	345
NFRAN_RS14220	NZ_LR216287.1	1049624	1050277	-	654	96	144	259	143	160	145	161	94	161	181
NFRAN_RS04895	NZ_LR216287.1	1050470	1051807	-	1338	2243	2387	2955	2507	2189	2765	2345	2324	2753	2911
NFRAN_RS04900	NZ_LR216287.1	1051842	1052675	-	834	1509	1370	1889	1625	1514	1230	1155	1128	1274	1637
NFRAN_RS04905	NZ_LR216287.1	1052955	1053230	-	276	150	422	265	329	308	340	334	243	378	326
NFRAN_RS04910	NZ_LR216287.1	1053324	1053740	-	417	111	216	142	146	165	130	181	176	173	203
NFRAN_RS04915	NZ_LR216287.1	1054001	1054879	+	879	5825	5608	6717	6565	6292	5841	6152	5653	7075	6788
NFRAN_RS04920	NZ_LR216287.1	1055109	1056620	+	1512	3387	3468	4170	3885	3220	2598	2553	2505	3115	3240
NFRAN_RS04925	NZ_LR216287.1	1056904	1058130	+	1227	1432	1171	1659	1826	1434	1695	1726	1644	1931	2208
NFRAN_RS04930	NZ_LR216287.1	1058638	1059546	+	909	1350	1449	1333	1293	1456	2040	1587	1550	1805	2387
NFRAN_RS04935	NZ_LR216287.1	1059681	1060124	-	444	201	230	230	180	238	236	249	190	364	352
NFRAN_RS04940	NZ_LR216287.1	1060708	1061799	+	1092	1123	896	1357	1049	817	755	835	698	681	982
NFRAN_RS04945	NZ_LR216287.1	1061944	1063257	+	1314	11655	11272	12184	12771	10461	9997	9712	9226	10467	12832
NFRAN_RS04950	NZ_LR216287.1	1063378	1064163	+	786	520	635	465	692	512	475	540	479	583	675
NFRAN_RS04955	NZ_LR216287.1	1064171	1065019	+	849	376	402	417	484	461	407	451	369	484	406
NFRAN_RS04960	NZ_LR216287.1	1065225	1065455	-	231	32	66	169	130	94	43	49	61	86	101
NFRAN_RS04965	NZ_LR216287.1	1066281	1066838	+	558	264	321	367	326	414	235	225	154	259	378
NFRAN_RS04970	NZ_LR216287.1	1067129	1068085	-	957	216	416	337	284	270	343	244	185	318	414
NFRAN_RS04975	NZ_LR216287.1	1068212	1068691	+	480	359	565	537	640	453	509	550	573	676	761
NFRAN_RS04980	NZ_LR216287.1	1069436	1070380	+	945	7688	7919	9587	9114	7236	8116	8336	7575	9274	9744
NFRAN_RS04985	NZ_LR216287.1	1070689	1071210	-	522	536	568	1052	811	561	238	275	260	324	469
NFRAN_RS04990	NZ_LR216287.1	1071354	1071653	+	300	262	202	428	379	262	170	176	260	292	290
NFRAN_RS04995	NZ_LR216287.1	1071706	1072071	+	366	700	688	933	715	628	577	462	469	706	616
NFRAN_RS05000	NZ_LR216287.1	1072407	1073204	-	798	1021	1093	1464	1246	1064	1079	1084	1012	1340	1619
NFRAN_RS13675	NZ_LR216287.1	1073302	1073442	-	141	1	1	10	24	14	6	8	10	8	6
NFRAN_RS05005	NZ_LR216287.1	1073828	1074454	+	627	15905	4533	28557	12997	9735	623	390	412	382	689
NFRAN_RS05010	NZ_LR216287.1	1075054	1075629	+	576	464	354	699	386	422	475	362	303	415	529
NFRAN_RS05015	NZ_LR216287.1	1075975	1076442	-	468	168	340	288	255	332	482	349	323	425	462
NFRAN_RS05020	NZ_LR216287.1	1076936	1077328	-	393	8486	14226	14723	9063	7129	3012	2832	2904	3148	3623
NFRAN_RS05025	NZ_LR216287.1	1077748	1078170	-	423	43	224	83	146	118	152	135	62	195	167
NFRAN_RS05030	NZ_LR216287.1	1078407	1079477	-	1071	288	310	440	370	339	376	333	404	428	618
NFRAN_RS05035	NZ_LR216287.1	1079825	1080055	-	231	93	68	203	117	150	72	102	87	123	95
NFRAN_RS05040	NZ_LR216287.1	1080692	1080955	+	264	127	79	117	206	211	208	96	119	135	262
NFRAN_RS05045	NZ_LR216287.1	1081531	1082958	-	1428	3615	3816	3209	3323	4205	6714	5755	6046	7237	8619
NFRAN_RS13680	NZ_LR216287.1	1083119	1083274	+	156	52	18	64	56	31	62	46	69	58	27
NFRAN_RS05050	NZ_LR216287.1	1083718	1084290	-	573	161	231	191	205	207	159	173	146	192	254
NFRAN_RS05055	NZ_LR216287.1	1084341	1084967	-	627	90	219	147	206	139	82	139	130	112	169
NFRAN_RS05060	NZ_LR216287.1	1085148	1086059	+	912	709	732	588	424	716	1040	940	1235	1406	1464
NFRAN_RS05065	NZ_LR216287.1	1086145	1086636	-	492	1889	3283	2907	3176	2744	2481	3112	2542	2835	3190
NFRAN_RS05070	NZ_LR216287.1	1087569	1088102	-	534	3827	3239	5695	4810	4607	4720	4073	4288	4102	5572
