Geneid	Chr	Start	End	Strand	Length	./Nvie_BF1_mRNA_sorted.bam	./Nvie_BF2_mRNA_sorted.bam	./Nvie_BF3_mRNA_sorted.bam	./Nvie_BF4_mRNA_sorted.bam	./Nvie_BF5_mRNA_sorted.bam	./Nvie_ctrl1_mRNA_sorted.bam	./Nvie_ctrl2_mRNA_sorted.bam	./Nvie_ctrl3_mRNA_sorted.bam	./Nvie_ctrl4_mRNA_sorted.bam	./Nvie_ctrl5_mRNA_sorted.bam
NVIE_010800	CP007536.1	913710	914033	+	324	86	105	182	182	132	200	248	177	171	110
NVIE_010810	CP007536.1	914248	915201	-	954	1226	761	2194	1779	2063	1752	1737	1576	1405	1114
NVIE_010820	CP007536.1	915235	915450	-	216	537	161	570	753	635	368	468	432	345	283
NVIE_010830	CP007536.1	915680	916192	-	513	574	970	662	948	954	1302	1152	1572	1054	862
NVIE_010840	CP007536.1	916348	916938	+	591	644	1216	851	1091	1313	1647	1542	2186	1595	1329
NVIE_010850	CP007536.1	917109	918572	-	1464	3476	5330	6178	4617	4862	3440	3572	3812	2795	2261
NVIE_010860	CP007536.1	918701	918868	+	168	2865	4329	3286	4405	4824	7937	7069	8753	6372	5234
NVIE_t0140	CP007536.1	919394	919468	-	75	21	14	8	42	19	55	97	119	63	48
NVIE_010870	CP007536.1	919669	920355	-	687	25	33	43	87	32	17	48	12	16	24
NVIE_1107	CP007536.1	920400	920492	-	93	6	28	36	14	9	14	41	30	11	10
NVIE_010880	CP007536.1	920755	920925	-	171	70	232	199	149	257	608	576	664	500	479
NVIE_010890	CP007536.1	921141	922436	-	1296	7785	9673	8379	8058	11581	20947	17008	18174	14822	12087
NVIE_010900	CP007536.1	922451	923221	-	771	1412	1593	1879	1528	1589	1637	1306	1304	2051	834
NVIE_010910	CP007536.1	923196	923741	+	546	543	1130	1940	847	1311	381	948	574	545	176
NVIE_010920	CP007536.1	923975	925123	-	1149	7392	10965	8226	7230	11781	17251	14809	16805	13336	11366
NVIE_010930	CP007536.1	925217	925375	+	159	317	432	278	547	600	1149	797	1400	1130	703
NVIE_010940	CP007536.1	925391	925783	+	393	5756	5568	4643	6029	7166	15797	12500	14319	16375	9872
NVIE_010950	CP007536.1	925795	925938	+	144	218	271	215	376	369	1172	991	1352	952	840
NVIE_010960	CP007536.1	925925	926119	-	195	790	838	885	822	1128	1237	1538	1147	948	644
NVIE_010970	CP007536.1	926156	927127	-	972	19624	32871	30347	22864	31288	23912	21512	22689	17660	15911
NVIE_010980	CP007536.1	927223	928578	-	1356	11176	10711	11034	7658	9111	10794	8257	8700	9981	6061
NVIE_010990	CP007536.1	928742	929101	-	360	141	230	232	282	332	389	363	417	325	249
NVIE_011000	CP007536.1	929129	929521	-	393	842	1748	933	667	1061	1800	1476	1599	1330	1270
NVIE_011010	CP007536.1	929579	929767	-	189	22	51	40	82	70	32	46	73	36	28
NVIE_011020	CP007536.1	929927	930283	-	357	14	34	37	18	64	79	69	85	32	49
NVIE_011030	CP007536.1	930311	930865	+	555	9416	14693	12410	9109	14862	20259	18811	19296	17982	14807
NVIE_011040	CP007536.1	930862	932730	-	1869	5711	7953	8208	6518	7799	7120	6837	6137	5805	4361
NVIE_011050	CP007536.1	932732	933907	-	1176	2910	4399	4683	2849	4189	3507	3400	3305	2710	2394
NVIE_011060	CP007536.1	933904	934782	-	879	10423	10751	11601	7620	6144	6337	6935	4408	6377	4012
NVIE_011070	CP007536.1	934836	935555	-	720	4280	6379	7566	5848	6129	4552	4525	4139	3052	2538
NVIE_011080	CP007536.1	935712	936089	+	378	5470	7588	7264	6843	7650	8727	8001	8735	6211	5418
NVIE_011090	CP007536.1	936100	936411	-	312	3711	4636	5367	4431	5178	3845	3455	3696	2658	2791
NVIE_011100	CP007536.1	936518	937066	+	549	3271	5211	4732	4586	6245	11184	10851	9593	6905	7228
NVIE_1129	CP007536.1	937104	937187	-	84	1540	2538	2277	1714	2484	1744	2272	2437	2055	1568
NVIE_011110	CP007536.1	937225	938865	-	1641	49540	73322	77125	52256	68625	62933	59102	58498	63631	38165
NVIE_011120	CP007536.1	938982	939110	-	129	256	230	247	269	307	1015	726	679	621	453
NVIE_011130	CP007536.1	939181	941190	+	2010	8900	12146	12708	9773	12977	20219	19314	17643	13712	12442
NVIE_011140	CP007536.1	941195	944053	+	2859	18862	23692	22859	16347	19939	29797	26253	25153	24472	18035
NVIE_011150	CP007536.1	944055	945662	+	1608	5155	5964	7092	4215	6017	8457	7575	7189	6727	4932
NVIE_011160	CP007536.1	945649	945873	-	225	4749	7491	8740	5845	7464	5115	5259	4563	3839	3260
NVIE_011170	CP007536.1	946011	946310	+	300	1213	2380	2424	1983	2500	1854	1801	2060	1376	1279
NVIE_011180	CP007536.1	946356	947552	+	1197	4627	5988	6355	5126	6641	6559	6026	6331	5329	3965
NVIE_011190	CP007536.1	947576	947713	+	138	269	230	296	217	334	825	609	661	647	472
NVIE_011200	CP007536.1	947710	948195	-	486	18	71	51	52	103	41	56	104	56	43
NVIE_011210	CP007536.1	948183	948434	+	252	22	34	72	40	39	20	34	48	38	11
NVIE_1139	CP007536.1	948368	948475	-	108	1659	1817	1547	2245	2336	1128	879	1430	1248	654
NVIE_011220	CP007536.1	948544	950169	-	1626	1254	1237	2646	1712	1889	823	692	542	644	412
NVIE_011230	CP007536.1	950494	951183	-	690	112	112	106	94	122	219	188	153	114	102
NVIE_011240	CP007536.1	951217	951468	+	252	57	63	95	175	107	144	88	114	138	90
NVIE_011250	CP007536.1	951538	951921	+	384	192	193	188	218	218	192	259	265	236	134
NVIE_011260	CP007536.1	952047	952496	-	450	70	97	134	76	93	162	141	160	97	102
NVIE_011270	CP007536.1	952592	952906	+	315	259	377	400	486	408	499	476	425	446	212
NVIE_011280	CP007536.1	953227	954489	-	1263	22103	32778	31634	19916	29617	38532	32107	31090	37069	25020
NVIE_011290	CP007536.1	954479	955654	-	1176	7119	10775	10068	6708	7969	9154	9597	8209	8655	7003
NVIE_011300	CP007536.1	955709	956929	-	1221	65072	83048	101642	59795	76979	70998	67654	61031	69950	44201
NVIE_011310	CP007536.1	956975	957283	-	309	1344	1705	2789	2286	2451	1836	2114	1608	1121	970
NVIE_011320	CP007536.1	957371	958630	-	1260	6878	9014	7896	5381	9811	17427	14438	14430	15633	11152
NVIE_011330	CP007536.1	958659	959078	-	420	1543	1620	1409	1821	1937	2152	2012	2092	2267	1431
NVIE_011340	CP007536.1	959118	959849	-	732	23841	34337	33580	20812	38020	41063	38048	32496	32803	26438
NVIE_011350	CP007536.1	959865	960110	-	246	10849	15125	13457	12406	16864	19001	17737	18189	28203	11664
NVIE_011360	CP007536.1	960143	960856	+	714	2506	3618	3533	2915	3418	2980	2936	2876	2376	1816
NVIE_011370	CP007536.1	961055	961240	+	186	507	683	707	699	750	894	1171	979	914	693
NVIE_011380	CP007536.1	961248	961826	-	579	5485	6245	8090	6932	7768	5535	5603	4765	3774	3151
NVIE_011390	CP007536.1	961932	962651	+	720	5031	8083	7910	5102	7072	7567	7896	7529	5615	5192
NVIE_011400	CP007536.1	962694	963131	+	438	548	1079	1246	952	1090	850	860	867	1036	623
NVIE_011410	CP007536.1	963223	963858	+	636	268	394	461	276	471	337	441	383	303	315
NVIE_011420	CP007536.1	963855	964370	+	516	3827	5767	6150	4523	5506	3829	4115	3582	2962	2554
NVIE_011430	CP007536.1	964367	965464	-	1098	795	1090	873	607	1166	1890	1774	1857	1822	1459
NVIE_011440	CP007536.1	965561	966025	-	465	2970	3772	2950	2490	3870	5654	4721	5755	5326	3531
NVIE_011450	CP007536.1	965991	966149	-	159	14	20	24	42	25	11	28	32	8	19
NVIE_011460	CP007536.1	966205	966381	+	177	161	259	171	215	238	536	571	690	425	406
NVIE_1166	CP007536.1	966428	966640	+	213	890	1015	931	1052	1327	2442	2628	2161	1846	1415
NVIE_011480	CP007536.1	967005	967361	+	357	440	416	526	563	540	915	785	798	675	648
NVIE_1168	CP007536.1	967358	967519	-	162	26	17	35	37	29	68	104	59	60	63
NVIE_011490	CP007536.1	967704	968144	-	441	236	342	346	417	372	815	774	772	582	595
NVIE_t0150	CP007536.1	968376	968450	-	75	124	260	231	232	295	677	541	701	432	413
NVIE_011500	CP007536.1	968499	969191	-	693	15160	27003	25481	15987	26191	34902	31503	31848	22004	22672
NVIE_t0160	CP007536.1	969594	969712	+	119	226	150	157	314	208	643	496	494	396	345
NVIE_011510	CP007536.1	969934	970146	+	213	417	585	513	599	526	728	799	931	605	594
NVIE_011520	CP007536.1	970335	970697	+	363	1362	2229	2087	2674	2346	1528	1532	1905	1600	801
NVIE_011530	CP007536.1	970871	971179	-	309	183	270	272	233	177	258	242	237	193	154
NVIE_011540	CP007536.1	971348	971524	+	177	13	31	23	77	33	64	25	26	21	27
NVIE_011550	CP007536.1	971992	972543	+	552	22	42	21	85	39	93	97	80	104	55
NVIE_011560	CP007536.1	972850	973413	-	564	130	211	246	228	189	167	180	194	168	156
NVIE_011570	CP007536.1	973940	974803	+	864	6450	8977	7089	6806	9457	13416	11361	12928	9148	9737
NVIE_011580	CP007536.1	974951	976462	-	1512	28170	43745	33004	21635	43767	47447	42053	44244	45590	34513
NVIE_011590	CP007536.1	976479	978542	-	2064	39365	58528	45436	29759	57842	70731	60799	60646	60546	46102
NVIE_011600	CP007536.1	978526	980289	-	1764	35404	51387	36996	26190	50758	59477	54102	55345	58451	42318
NVIE_011610	CP007536.1	980310	980612	-	303	5615	8074	6760	6533	9595	12874	12470	11546	9292	8108
NVIE_011620	CP007536.1	980609	981133	-	525	4546	8085	5479	3645	7718	9158	7887	9596	7577	7090
NVIE_011630	CP007536.1	981126	981626	-	501	3983	5523	4199	3844	6122	8188	7091	7822	6679	5372
NVIE_011640	CP007536.1	981623	982888	-	1266	23407	38428	29167	21737	39563	46119	44766	44035	35275	32089
NVIE_011650	CP007536.1	982891	984051	-	1161	16825	28124	22087	16373	28472	38470	35034	35092	27775	26570
NVIE_1185	CP007536.1	984061	984732	-	672	16114	20426	16154	13723	19124	24197	25865	24649	20371	18575
NVIE_011660	CP007536.1	984734	985255	-	522	14669	21966	20406	15472	22998	30643	27489	29671	21292	21167
NVIE_011670	CP007536.1	985332	985715	-	384	2152	2200	1718	2342	2525	4622	4282	4653	4006	2719
NVIE_011680	CP007536.1	986089	986721	-	633	1454	2165	2447	2256	2480	1925	1919	2232	1478	1357
NVIE_011690	CP007536.1	986728	987513	-	786	1271	1472	2017	1779	2086	928	1071	1077	854	686
NVIE_1190	CP007536.1	987693	987836	-	144	16	18	16	32	46	164	137	94	100	46
NVIE_011700	CP007536.1	988023	989267	-	1245	2776	3597	2383	2303	2911	3326	2998	2908	3489	2273
NVIE_011710	CP007536.1	989239	990570	-	1332	8491	12812	10896	7735	12322	15320	13104	13889	14580	9730
NVIE_011720	CP007536.1	990573	991970	-	1398	11440	14051	12638	8567	12238	18461	14959	16683	18230	11651
NVIE_011730	CP007536.1	992142	993479	+	1338	7165	9685	12088	6963	6900	6077	6833	5499	6535	3550
NVIE_011740	CP007536.1	993482	993892	-	411	414	664	422	396	648	1340	1085	1186	885	829
NVIE_011750	CP007536.1	993918	994616	-	699	861	1571	1753	1184	1378	1864	1684	1659	1123	1207
NVIE_011760	CP007536.1	994837	995847	+	1011	3768	5400	5025	3563	5909	11116	10095	9130	8481	6675
NVIE_011770	CP007536.1	995884	996357	+	474	3021	4895	5075	3786	5536	5895	5356	4993	3971	3790
NVIE_011780	CP007536.1	996337	996762	-	426	5603	8708	8981	6903	8869	8478	9466	8834	6717	5978
NVIE_t0170	CP007536.1	997069	997156	-	88	16	15	10	46	12	44	36	41	25	34
NVIE_011800	CP007536.1	997325	997561	+	237	1053	1293	1332	1385	1788	3444	3475	3239	2644	2476
NVIE_011810	CP007536.1	997601	998854	+	1254	27707	33490	30276	20014	26564	48262	40497	39165	47671	29819
NVIE_011820	CP007536.1	998851	999564	+	714	38609	51873	44546	35358	55299	86711	75413	75278	61081	60423
NVIE_011830	CP007536.1	999620	999997	-	378	141	223	225	160	228	278	317	275	221	202
NVIE_011840	CP007536.1	999997	1000470	-	474	1074	1565	1725	1160	1846	1836	1734	1904	1383	1410
NVIE_011860	CP007536.1	1000916	1001785	+	870	7079	9568	8638	7606	10141	16328	15153	14705	12756	10812
NVIE_011870	CP007536.1	1001782	1002777	+	996	6904	9831	8227	7845	9780	12276	10216	12014	10601	7427
NVIE_011880	CP007536.1	1002792	1003802	-	1011	2588	3830	4263	3178	4408	3641	3331	3085	2421	2186
NVIE_011890	CP007536.1	1003882	1004817	+	936	9932	14472	10817	7208	7482	15639	12875	11055	12214	9883
NVIE_011900	CP007536.1	1004819	1005559	+	741	2641	2837	2417	2146	3679	6025	4119	4266	6184	3111
NVIE_011910	CP007536.1	1005556	1006410	+	855	3244	4260	3103	2811	4577	7811	5511	5503	5801	3874
NVIE_011920	CP007536.1	1006407	1007693	+	1287	4811	6149	4572	3993	7244	13101	10365	9935	9875	7533
NVIE_1212	CP007536.1	1007625	1008722	-	1098	4452	6048	6599	4090	5858	6436	5575	5549	4658	4109
NVIE_011930	CP007536.1	1008773	1009852	-	1080	8908	15418	10476	5831	9274	10309	10408	9956	9234	8970
NVIE_011940	CP007536.1	1009994	1012252	-	2259	7842	10147	13047	9078	9818	7637	7747	7058	6211	4571
NVIE_011950	CP007536.1	1012461	1012988	+	528	405	470	436	392	521	679	579	618	466	278
NVIE_1216	CP007536.1	1012985	1013080	-	96	36	24	46	11	25	19	79	37	46	2
NVIE_011960	CP007536.1	1013019	1014164	+	1146	23043	37111	25677	19934	35118	61245	52397	57797	50471	42994
NVIE_011970	CP007536.1	1014291	1014407	+	117	115	124	94	119	227	460	418	468	327	362
NVIE_011980	CP007536.1	1014417	1014737	+	321	103	139	114	154	229	406	329	403	415	256
NVIE_011990	CP007536.1	1014844	1015761	+	918	61	60	70	91	80	114	133	176	154	88
NVIE_1220	CP007536.1	1015649	1015861	-	213	92	243	237	211	203	289	321	299	247	206
NVIE_012000	CP007536.1	1016028	1016273	-	246	94	268	248	267	310	403	340	326	262	170
NVIE_012010	CP007536.1	1016526	1017239	+	714	3901	3251	5865	5627	7142	3321	3035	3180	2138	2020
NVIE_012020	CP007536.1	1017252	1017911	+	660	7774	7469	13753	11206	14123	6884	6046	5693	3834	3958
NVIE_012030	CP007536.1	1018004	1018348	-	345	172	393	358	281	392	405	360	467	317	263
NVIE_012040	CP007536.1	1018790	1019614	-	825	1272	1857	1889	1570	2142	2129	1799	1924	1650	1268
NVIE_012060	CP007536.1	1020091	1020666	+	576	284	307	296	395	364	562	600	566	418	463
NVIE_012070	CP007536.1	1020710	1021432	-	723	18	15	21	20	22	25	32	36	44	10
NVIE_012080	CP007536.1	1021868	1022605	+	738	35085	42260	38552	26614	37890	78405	63737	61827	60283	46314
NVIE_012090	CP007536.1	1022675	1023025	+	351	27240	43430	34619	30081	37349	47536	46320	46358	32444	32928
NVIE_012100	CP007536.1	1023123	1023845	+	723	1316	1470	1481	1210	1689	2253	1655	1836	1955	1241
NVIE_012110	CP007536.1	1023842	1024387	+	546	343	492	441	345	542	685	538	588	454	478
NVIE_012120	CP007536.1	1024415	1025935	-	1521	5660	9005	9634	5909	8456	9485	9621	8896	7624	6996
NVIE_012130	CP007536.1	1026076	1026747	-	672	563	807	917	953	967	1180	827	941	735	614
NVIE_012140	CP007536.1	1027096	1027284	-	189	4	8	6	10	6	2	4	0	0	11
NVIE_012150	CP007536.1	1027449	1027712	-	264	355	399	782	465	647	332	405	313	261	224
NVIE_012160	CP007536.1	1027853	1029340	-	1488	4507	6234	10348	6804	7800	4028	4125	3576	3339	2213
NVIE_012170	CP007536.1	1029405	1029863	+	459	719	886	1168	1001	1354	1261	1186	1219	901	925
NVIE_012180	CP007536.1	1030023	1030334	+	312	26	21	10	72	23	46	16	27	15	15
NVIE_012190	CP007536.1	1030989	1032128	+	1140	4622	5076	7851	9185	6842	3465	3638	3907	2544	2232
NVIE_012200	CP007536.1	1032174	1033295	+	1122	6347	13358	10707	11987	12857	13645	11507	16186	10587	8944
NVIE_RNA1033692D	CP007536.1	1033611	1033692	+	82	49	29	30	45	30	35	33	65	68	36
NVIE_012210	CP007536.1	1033731	1034042	+	312	279	253	232	349	370	483	441	441	493	298
NVIE_012220	CP007536.1	1034042	1034875	+	834	1814	2735	2271	1875	3144	4624	4270	4549	3407	3392
NVIE_012230	CP007536.1	1035076	1036329	-	1254	34138	45181	38399	34532	51447	66884	58383	59744	50341	41194
NVIE_012240	CP007536.1	1036389	1036742	-	354	1673	2462	2078	1793	2217	2924	2596	2690	2265	1745
NVIE_012250	CP007536.1	1036777	1037418	-	642	1674	2018	2022	1874	2315	2733	1921	2178	2206	1422
NVIE_012260	CP007536.1	1037522	1038031	+	510	1528	1285	1310	994	1305	2131	1687	1640	1882	1197
NVIE_012270	CP007536.1	1038028	1038441	+	414	576	991	864	607	1147	1268	867	1145	957	848
NVIE_012280	CP007536.1	1038438	1039211	-	774	748	1040	905	792	1210	2102	1597	1481	1245	1173
NVIE_012290	CP007536.1	1039505	1040410	+	906	147059	187958	242560	199800	174765	82835	92675	89368	64567	47176
NVIE_012300	CP007536.1	1040495	1041913	+	1419	5745	8087	6889	5156	8131	9573	8074	8235	8580	6147
NVIE_012310	CP007536.1	1041956	1042822	+	867	12715	22273	13741	8194	10896	18998	16957	14393	16814	13795
NVIE_012320	CP007536.1	1042851	1043657	+	807	849	1552	1227	1032	1450	1481	1411	1773	1206	1121
NVIE_012330	CP007536.1	1043713	1044072	+	360	1065	1418	1180	943	1652	3280	2414	2944	1894	2189
NVIE_012340	CP007536.1	1044081	1044803	-	723	3068	4797	4786	3441	5016	6427	5792	4883	5459	3693
NVIE_012350	CP007536.1	1044805	1045725	-	921	5338	9063	7180	4937	7585	11234	9387	9475	9731	7707
NVIE_012360	CP007536.1	1045869	1046654	+	786	6568	7794	11466	7720	10196	5538	4531	5110	4206	3610
NVIE_012370	CP007536.1	1046673	1049285	-	2613	6210	5387	8952	6713	8592	4333	3695	3736	3406	2467
NVIE_1258	CP007536.1	1049209	1049790	-	582	1617	1544	2261	1862	2219	1323	1209	1263	1119	851
NVIE_012380	CP007536.1	1049917	1050993	+	1077	586	799	1044	656	1043	737	667	568	503	554
NVIE_012390	CP007536.1	1051060	1052016	+	957	4153	6360	6688	5033	6165	4260	4751	4020	2943	2699
NVIE_012410	CP007536.1	1052305	1052787	+	483	317	303	370	452	313	469	407	383	358	248
NVIE_012420	CP007536.1	1052833	1053201	+	369	136	101	92	152	107	160	195	145	148	93
NVIE_012430	CP007536.1	1053304	1054704	+	1401	44095	77866	57493	49273	56684	77513	70961	76841	63643	52189
NVIE_012440	CP007536.1	1054745	1056166	+	1422	19275	32243	22163	18714	23145	35225	33584	35833	27627	23216
NVIE_012450	CP007536.1	1056176	1056499	+	324	1461	3013	1913	1546	2220	4704	4396	3914	3060	2915
NVIE_012460	CP007536.1	1056504	1057751	+	1248	8555	11703	9592	10411	13152	17190	15515	17691	15678	10598
NVIE_012470	CP007536.1	1057748	1058176	+	429	5118	5718	5516	5764	6305	9728	8691	9208	6457	6097
NVIE_012480	CP007536.1	1058180	1058524	+	345	1929	3016	2753	2594	3640	4912	4524	5065	3793	3168
NVIE_012490	CP007536.1	1058598	1059296	+	699	2939	5022	4796	2975	4986	8228	7017	7422	5517	5712
NVIE_012500	CP007536.1	1059293	1059622	-	330	1165	1597	1473	1443	2058	2641	2913	2721	1973	2077
NVIE_012510	CP007536.1	1059625	1061079	-	1455	27585	39107	37201	29554	40643	48621	41848	44266	35412	31646
NVIE_012520	CP007536.1	1061178	1061894	+	717	1289	1995	1676	1536	1914	2425	2349	2279	1658	1551
NVIE_012530	CP007536.1	1061907	1062221	+	315	1444	1709	1745	1429	1830	1779	2288	1890	1518	1404
NVIE_012540	CP007536.1	1062177	1062608	-	432	716	1044	1126	804	1178	1356	1267	1140	1018	843
NVIE_012550	CP007536.1	1062634	1064040	-	1407	5575	8278	9084	6005	8304	5963	5458	5292	4700	3755
NVIE_012560	CP007536.1	1064182	1064928	+	747	3119	3668	3564	4060	4228	6630	5354	5798	5103	3542
NVIE_012570	CP007536.1	1064953	1066074	+	1122	6945	10062	8191	7690	10491	15283	14689	15248	12692	10319
NVIE_012580	CP007536.1	1066071	1066457	-	387	890	1095	1067	1110	1352	1486	1547	1578	1357	935
NVIE_012590	CP007536.1	1066529	1067572	-	1044	1178	2015	2326	1507	2063	2107	2160	2008	1724	1235
NVIE_012600	CP007536.1	1067681	1068100	+	420	730	489	408	579	417	605	634	638	577	557
NVIE_012610	CP007536.1	1068188	1069846	-	1659	558	764	822	515	762	743	664	590	447	455
NVIE_012620	CP007536.1	1069881	1070066	-	186	16	40	58	106	48	45	67	50	49	15
NVIE_012630	CP007536.1	1070143	1070844	-	702	1171	1628	1587	1168	1484	1313	1285	1345	984	1004
NVIE_012640	CP007536.1	1070953	1071237	-	285	30	30	42	22	32	8	31	21	19	6
NVIE_012650	CP007536.1	1071445	1072095	+	651	241	329	305	304	290	286	397	326	300	231
NVIE_012660	CP007536.1	1072153	1072830	-	678	272	374	361	370	473	610	528	658	469	478
NVIE_012670	CP007536.1	1072911	1073378	-	468	153	284	273	177	201	282	292	264	215	196
NVIE_012680	CP007536.1	1073388	1073957	-	570	126	138	110	196	164	212	229	188	186	144
NVIE_1289	CP007536.1	1073960	1074517	-	558	125	285	283	273	270	319	319	363	229	178
NVIE_012690	CP007536.1	1074660	1075055	+	396	65	53	33	61	63	48	80	114	64	46
NVIE_012700	CP007536.1	1075205	1075465	+	261	170	195	204	202	204	270	164	204	183	134
NVIE_012710	CP007536.1	1075499	1076929	+	1431	1554	2392	2551	1920	2572	3284	2543	3221	2253	1907
NVIE_012720	CP007536.1	1077012	1078235	-	1224	168	294	249	224	367	363	332	344	243	256
NVIE_012730	CP007536.1	1078408	1078710	+	303	325	406	468	476	627	1133	969	874	648	526
NVIE_012740	CP007536.1	1078838	1079137	-	300	854	626	934	1007	858	776	580	654	531	410
NVIE_012750	CP007536.1	1079353	1080633	-	1281	3125	3998	4878	4017	5150	3791	2969	2823	3332	2253
NVIE_1297	CP007536.1	1080782	1081477	+	696	9170	13800	12576	10530	13805	14638	13471	14722	10993	9878
NVIE_012760	CP007536.1	1081416	1082144	-	729	2986	4635	3801	2658	4558	5963	4884	5459	3975	3904
NVIE_012770	CP007536.1	1082237	1083403	+	1167	2846	3297	2687	2490	3559	4965	4209	4593	4526	2983
NVIE_012780	CP007536.1	1083403	1083828	+	426	1159	1243	1249	1151	1524	2371	1890	1878	1700	1399
NVIE_012790	CP007536.1	1083976	1084191	+	216	1312	2055	2323	2107	2322	2815	2402	2616	1908	1552
NVIE_012800	CP007536.1	1084275	1085171	+	897	1753	1961	1674	1882	2523	3121	2577	2821	3145	1670
NVIE_012810	CP007536.1	1085257	1086006	+	750	2114	3401	3670	2316	2924	2605	2700	2310	1898	1845
NVIE_RNA1086407D	CP007536.1	1086091	1086407	+	317	1167740	1762686	1892788	1322648	1795438	1704322	1539707	1278533	849362	932416
NVIE_1304	CP007536.1	1086342	1086497	+	156	21	15	27	14	28	30	51	38	42	24
NVIE_012820	CP007536.1	1086832	1087506	-	675	1277	1998	1751	1210	1634	2627	2085	1982	1970	1676
NVIE_012830	CP007536.1	1087503	1087970	-	468	430	827	683	544	944	969	816	874	1104	646
NVIE_012840	CP007536.1	1087973	1088896	-	924	2313	3175	3443	2656	3621	5031	4284	4232	3593	3016
NVIE_012850	CP007536.1	1089338	1089832	-	495	244	357	347	265	303	632	742	578	456	463
NVIE_012860	CP007536.1	1090152	1091777	+	1626	882	1213	1020	738	1385	3879	4444	3490	4032	2294
NVIE_012870	CP007536.1	1091873	1093777	+	1905	1444	1962	1579	1170	1439	2045	2229	1804	2081	1452
NVIE_012890	CP007536.1	1094428	1094862	+	435	841	261	2603	2147	1242	51	84	81	112	79
NVIE_012900	CP007536.1	1095019	1097181	+	2163	2621	3538	6291	4790	4255	2599	2549	2291	2097	1516
NVIE_012910	CP007536.1	1097174	1097407	-	234	252	382	489	310	372	354	381	337	295	200
NVIE_012920	CP007536.1	1097499	1097642	+	144	202	215	298	257	323	218	185	224	207	179
NVIE_012931	CP007536.1	1097696	1097756	+	61	1	0	0	3	8	0	2	0	0	0
