Geneid	Chr	Start	End	Strand	Length	BF1	BF2	BF3	BF4	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5
NMAR_RS06960	NC_010085.1	1190800	1191234	-	435	246	386	205	264	296	286	2481	268	270
NMAR_RS06965	NC_010085.1	1191274	1191957	-	684	146	285	273	197	136	188	1316	58	146
NMAR_RS06970	NC_010085.1	1191966	1193108	-	1143	5936	7196	6917	5857	6532	6592	60472	4648	5171
NMAR_RS06975	NC_010085.1	1193261	1193611	-	351	5872	7796	6022	4476	7946	9455	91557	4231	7475
NMAR_RS06980	NC_010085.1	1193703	1194101	-	399	18	18	45	30	70	54	264	44	28
NMAR_RS06985	NC_010085.1	1194146	1194745	-	600	286	511	227	180	412	479	3744	335	410
NMAR_RS06990	NC_010085.1	1194774	1195115	-	342	36	56	33	36	105	163	838	22	83
NMAR_RS06995	NC_010085.1	1195212	1195736	+	525	734	967	777	709	1203	1424	12501	1190	1095
NMAR_RS07000	NC_010085.1	1195786	1196547	-	762	8107	9511	10244	5972	10320	12511	80698	6797	7527
NMAR_RS07005	NC_010085.1	1196584	1198701	-	2118	4586	5607	5475	3734	6340	6595	53375	3961	4738
NMAR_RS07010	NC_010085.1	1198744	1199427	-	684	56	152	101	93	136	156	999	108	116
NMAR_RS07015	NC_010085.1	1199476	1199850	+	375	44	36	32	26	25	34	260	45	30
NMAR_RS07020	NC_010085.1	1199847	1201121	-	1275	6921	9488	7475	6137	8469	9260	79864	5773	6229
NMAR_RS07025	NC_010085.1	1201196	1201579	-	384	137	151	80	139	173	117	1985	98	199
NMAR_RS07030	NC_010085.1	1201690	1202412	+	723	1935	2442	2166	1959	2837	2843	24296	1567	2073
NMAR_RS07035	NC_010085.1	1202461	1203153	+	693	222	232	255	179	221	254	2607	155	211
NMAR_RS07040	NC_010085.1	1203150	1204304	+	1155	203	136	92	117	63	81	1015	133	50
NMAR_RS07045	NC_010085.1	1204301	1204615	-	315	3428	3993	3758	3102	2947	3497	29915	3067	2840
NMAR_RS07050	NC_010085.1	1204740	1205087	+	348	71	85	64	85	117	94	1273	52	105
NMAR_RS07055	NC_010085.1	1205088	1205864	-	777	50	29	12	40	78	51	287	38	30
NMAR_RS07060	NC_010085.1	1205959	1208469	+	2511	215	357	234	274	316	183	2682	130	192
NMAR_RS07065	NC_010085.1	1208508	1209338	+	831	393	303	361	223	425	343	4276	277	306
NMAR_RS07070	NC_010085.1	1209416	1211071	+	1656	702	496	269	308	820	497	6677	352	603
NMAR_RS07075	NC_010085.1	1211079	1212680	-	1602	72	106	85	46	97	191	854	84	61
NMAR_RS07080	NC_010085.1	1212832	1212945	+	114	242	232	213	156	182	240	2517	127	151
NMAR_RS07085	NC_010085.1	1213048	1214319	+	1272	792	919	658	786	759	759	8211	818	799
NMAR_RS07090	NC_010085.1	1215359	1216810	-	1452	490	388	460	248	473	434	4085	338	376
NMAR_RS07095	NC_010085.1	1217102	1217617	+	516	856	1056	834	568	1212	1121	9320	645	864
NMAR_RS07100	NC_010085.1	1217629	1218000	+	372	159	111	120	103	95	163	1156	74	117
NMAR_RS07105	NC_010085.1	1218185	1219645	+	1461	1337	1121	1193	883	2175	2688	16985	1458	1492
NMAR_RS07110	NC_010085.1	1219854	1220738	+	885	634	498	645	318	1233	907	9915	627	865
NMAR_RS07115	NC_010085.1	1220815	1221078	-	264	3086	2292	973	1070	9907	5317	62155	2946	6179
NMAR_RS07120	NC_010085.1	1221245	1222054	+	810	869	858	522	707	1114	1048	12386	846	944
NMAR_RS07125	NC_010085.1	1222164	1222601	-	438	165	96	57	117	46	74	346	59	46
NMAR_RS07130	NC_010085.1	1222737	1223168	+	432	44	72	40	68	36	6	163	9	8
NMAR_RS07135	NC_010085.1	1223218	1223658	+	441	177	183	208	155	157	114	1243	122	115
NMAR_RS07140	NC_010085.1	1223763	1224590	-	828	125	96	174	159	63	76	528	97	50
NMAR_RS07145	NC_010085.1	1224590	1225321	-	732	249	268	283	211	93	149	1458	121	107
NMAR_RS07150	NC_010085.1	1225396	1225866	-	471	64	54	30	27	9	32	197	12	18
NMAR_RS07155	NC_010085.1	1225870	1226121	-	252	52	69	37	22	41	42	402	41	31
NMAR_RS07165	NC_010085.1	1226368	1227165	-	798	768	861	869	654	692	858	8376	580	588
NMAR_RS09800	NC_010085.1	1227218	1227379	-	162	0	4	0	0	2	0	0	0	0
NMAR_RS07170	NC_010085.1	1227383	1227622	-	240	278	503	394	285	269	237	3341	145	175
NMAR_RS07175	NC_010085.1	1227903	1228793	-	891	7058	6871	5644	5591	2054	1857	23324	2093	1931
NMAR_RS07180	NC_010085.1	1229190	1230119	+	930	1100	1166	809	984	230	246	2250	162	250
NMAR_RS07185	NC_010085.1	1230121	1230312	+	192	10	10	0	5	6	1	27	1	4
NMAR_RS07190	NC_010085.1	1230309	1230806	-	498	8	20	4	18	26	8	111	13	16
NMAR_RS07195	NC_010085.1	1230831	1231745	-	915	499	442	549	366	171	218	1905	95	164
NMAR_RS07200	NC_010085.1	1231747	1232133	-	387	0	17	8	0	6	6	107	8	0
NMAR_RS07205	NC_010085.1	1232130	1233425	-	1296	128	136	168	75	42	70	660	20	49
NMAR_RS07210	NC_010085.1	1233422	1233925	-	504	72	130	116	81	4	20	183	15	23
NMAR_RS07215	NC_010085.1	1233928	1234305	-	378	26	63	52	98	13	2	90	5	17
NMAR_RS07220	NC_010085.1	1234431	1234745	+	315	3	0	6	2	18	8	126	4	10
NMAR_RS07225	NC_010085.1	1234843	1236567	-	1725	1002	1372	1070	936	1353	1494	11011	804	1143
NMAR_RS07230	NC_010085.1	1236680	1237030	+	351	60	102	22	29	67	85	847	45	55
NMAR_RS07235	NC_010085.1	1237019	1237399	-	381	3193	4083	3050	3790	681	793	6307	658	712
NMAR_RS07240	NC_010085.1	1237860	1238660	-	801	3318	4119	3483	3408	1446	1322	14318	1001	1232
NMAR_RS07245	NC_010085.1	1238728	1239270	-	543	3299	4249	4153	3969	1108	1324	11892	597	1090
NMAR_RS07250	NC_010085.1	1239281	1240615	-	1335	147405	185947	182932	156466	53181	62677	619234	39987	52137
NMAR_RS07255	NC_010085.1	1240625	1240822	-	198	444	639	384	562	145	265	2642	140	278
NMAR_RS10040	NC_010085.1	1241298	1241429	+	132	210	63	51	96	45	27	581	69	57
NMAR_RS09805	NC_010085.1	1241522	1241659	-	138	33209	50495	40956	35898	12089	17477	139930	5725	13981
NMAR_RS07260	NC_010085.1	1241821	1242507	-	687	1734	2623	2146	1786	1502	1429	14517	1004	1400
NMAR_RS07265	NC_010085.1	1242610	1243134	-	525	2269	3142	3225	2633	2771	2619	25844	1514	1625
NMAR_RS07270	NC_010085.1	1243214	1243858	+	645	3181	4429	3478	2991	1826	1800	18569	1122	1507
NMAR_RS09810	NC_010085.1	1243973	1244110	+	138	122	182	154	197	58	45	634	42	46
NMAR_RS07280	NC_010085.1	1244215	1244388	+	174	70	120	101	107	100	71	965	44	75
NMAR_RS07285	NC_010085.1	1244511	1245950	-	1440	4430	4475	4321	3591	4265	5381	46526	3954	4176
NMAR_RS07290	NC_010085.1	1246066	1246743	-	678	1403	1126	751	808	809	757	6348	442	581
NMAR_RS07295	NC_010085.1	1246835	1247611	+	777	1695	2101	1760	1210	1380	1687	16347	1274	1222
NMAR_RS07300	NC_010085.1	1247960	1248259	-	300	41	34	4	23	48	52	351	2	32
NMAR_RS07305	NC_010085.1	1248624	1248965	+	342	0	0	14	4	0	7	14	0	3
NMAR_RS07310	NC_010085.1	1249342	1250661	-	1320	354	275	287	303	534	537	5387	451	432
NMAR_RS07315	NC_010085.1	1250651	1251124	-	474	13	24	57	4	88	115	1005	55	50
NMAR_RS07320	NC_010085.1	1251121	1251375	-	255	7	12	12	14	38	41	116	7	16
NMAR_RS07325	NC_010085.1	1251727	1252203	+	477	86	118	162	145	29	31	381	34	25
NMAR_RS07330	NC_010085.1	1252200	1253066	-	867	20	60	47	26	65	77	735	42	44
NMAR_RS07335	NC_010085.1	1253150	1254346	+	1197	381	375	359	206	520	448	5367	385	464
NMAR_RS07340	NC_010085.1	1254350	1255168	+	819	26	47	25	70	53	64	804	72	63
NMAR_RS09815	NC_010085.1	1255165	1255335	-	171	384	503	319	324	668	761	5720	453	722
NMAR_RS07345	NC_010085.1	1255511	1256839	-	1329	4205	5390	4478	3909	5102	5334	58887	3958	4003
NMAR_RS07350	NC_010085.1	1256918	1257538	-	621	50	108	95	50	27	40	248	32	34
NMAR_RS07355	NC_010085.1	1257597	1257926	+	330	22	25	27	28	38	23	312	7	36
NMAR_RS07360	NC_010085.1	1257999	1258292	+	294	28	63	80	76	51	107	923	100	83
NMAR_RS07365	NC_010085.1	1258585	1258893	-	309	6	2	6	0	13	2	157	16	14
NMAR_RS07370	NC_010085.1	1258902	1259879	-	978	28	14	14	10	14	26	162	4	17
NMAR_RS09820	NC_010085.1	1259876	1260049	-	174	0	4	0	0	0	0	0	0	0
NMAR_RS07375	NC_010085.1	1260107	1261366	+	1260	85	50	57	52	50	78	624	28	63
NMAR_RS07380	NC_010085.1	1261372	1262889	-	1518	341	289	382	277	329	314	4308	222	357
NMAR_RS09825	NC_010085.1	1262939	1263100	-	162	312	427	371	382	799	782	9790	495	589
NMAR_RS07385	NC_010085.1	1263136	1263222	-	87	124	31	40	72	52	47	546	8	15
NMAR_RS07390	NC_010085.1	1263279	1264037	-	759	74	121	94	62	153	186	1352	131	91
NMAR_RS07395	NC_010085.1	1264147	1265178	+	1032	1227	1332	1132	1206	1498	1509	16418	1344	1032
NMAR_RS07400	NC_010085.1	1265179	1265715	-	537	12	19	24	27	32	18	150	14	14
NMAR_RS07405	NC_010085.1	1265690	1266394	-	705	74	117	76	95	93	66	968	43	60
NMAR_RS07410	NC_010085.1	1266391	1266957	-	567	156	258	106	152	263	232	3546	218	194
NMAR_RS07415	NC_010085.1	1266978	1267304	-	327	264	338	325	205	380	379	3801	401	253
NMAR_RS07420	NC_010085.1	1267307	1267606	-	300	1318	1862	1402	1154	2004	2017	18664	1220	1590
NMAR_RS07425	NC_010085.1	1267663	1268718	-	1056	695	771	823	616	391	361	4444	334	362
NMAR_RS07430	NC_010085.1	1268792	1269958	-	1167	59493	65106	54885	44986	29368	36019	261008	18227	25034
NMAR_RS07435	NC_010085.1	1270040	1270222	-	183	261	360	308	232	242	297	2503	134	244
NMAR_RS07440	NC_010085.1	1270263	1271987	-	1725	3619	5366	4249	3368	6124	7214	58293	3531	5175
NMAR_RS07445	NC_010085.1	1272039	1272851	-	813	327	517	502	381	518	694	4603	455	405
NMAR_RS07450	NC_010085.1	1272835	1273746	-	912	505	645	534	400	415	485	4616	505	351
NMAR_RS07455	NC_010085.1	1273832	1275244	+	1413	341	521	590	355	943	944	7453	490	582
NMAR_RS07460	NC_010085.1	1275231	1275905	+	675	102	114	25	59	153	182	1381	91	115
NMAR_RS07465	NC_010085.1	1275902	1276519	-	618	6	18	27	32	70	34	661	58	52
NMAR_RS07470	NC_010085.1	1276580	1277728	+	1149	59	120	99	41	140	131	933	98	72
NMAR_RS07475	NC_010085.1	1277718	1278311	-	594	730	495	504	437	418	472	4729	299	367
NMAR_RS09965	NC_010085.1	1278308	1279183	-	876	274	360	236	236	438	415	3289	257	375
NMAR_RS07485	NC_010085.1	1279233	1279709	-	477	485	688	421	447	381	458	5073	485	339
NMAR_RS07490	NC_010085.1	1279813	1281906	+	2094	630	1005	850	698	683	872	8094	607	702
NMAR_RS07495	NC_010085.1	1281998	1284148	+	2151	4704	4711	5118	5371	2654	2429	27644	1817	2084
NMAR_RS07500	NC_010085.1	1284188	1284700	+	513	138	247	177	161	121	81	1208	58	86
NMAR_RS07505	NC_010085.1	1284700	1285491	+	792	542	774	575	561	463	533	5853	482	504
NMAR_RS07510	NC_010085.1	1285488	1285772	-	285	13	31	0	27	41	26	244	17	16
NMAR_RS07515	NC_010085.1	1285781	1286179	-	399	28	12	46	16	88	60	495	40	41
NMAR_RS07520	NC_010085.1	1286201	1286551	-	351	22	38	18	15	101	43	787	60	57
NMAR_RS07525	NC_010085.1	1286593	1286814	-	222	18	4	16	1	11	10	46	0	6
NMAR_RS07530	NC_010085.1	1286980	1287345	+	366	322	718	554	533	524	564	5402	410	358
NMAR_RS07535	NC_010085.1	1287346	1288458	-	1113	836	1070	838	612	1086	1107	10161	863	880
NMAR_RS07540	NC_010085.1	1288445	1290325	-	1881	1316	1808	1532	1050	1911	1934	19976	1431	1434
NMAR_RS07545	NC_010085.1	1290312	1290884	-	573	197	173	170	136	298	242	2220	187	190
NMAR_RS07550	NC_010085.1	1290881	1291660	-	780	110	162	86	136	183	202	2001	131	119
NMAR_RS07555	NC_010085.1	1291717	1292013	-	297	18	32	10	10	30	26	297	20	18
NMAR_RS07560	NC_010085.1	1292013	1292435	-	423	393	509	481	456	463	500	5461	326	417
NMAR_RS09970	NC_010085.1	1292507	1292653	-	147	1804	2489	2204	1912	4364	5677	51369	2771	3745
NMAR_RS07565	NC_010085.1	1292904	1293401	+	498	221	285	151	102	217	258	2509	161	196
NMAR_RS07570	NC_010085.1	1293472	1294617	+	1146	1779	1959	1760	1655	3893	4778	52088	3690	3259
NMAR_RS07575	NC_010085.1	1294787	1295488	+	702	482	566	319	404	644	700	7859	551	465
NMAR_RS07580	NC_010085.1	1295485	1295904	+	420	82	120	115	126	121	147	1579	105	83
NMAR_RS07585	NC_010085.1	1295884	1296624	-	741	563	560	431	369	397	427	4487	257	401
NMAR_RS07590	NC_010085.1	1296605	1297288	-	684	821	849	852	641	827	880	10148	468	845
NMAR_RS07595	NC_010085.1	1297338	1298339	-	1002	1917	2276	1945	1645	1503	1604	15576	1301	1185
NMAR_RS07600	NC_010085.1	1298420	1298881	+	462	230	213	202	166	235	236	2557	143	172
NMAR_RS07605	NC_010085.1	1298878	1299162	-	285	423	314	358	348	545	609	4122	323	449
NMAR_RS07610	NC_010085.1	1299224	1299649	-	426	1653	2341	1920	1628	392	351	4476	258	413
NMAR_RS07615	NC_010085.1	1299803	1300012	+	210	54	77	95	60	51	74	655	64	52
NMAR_RS07620	NC_010085.1	1300073	1300714	+	642	65	110	97	66	155	98	1160	74	66
NMAR_RS07625	NC_010085.1	1300835	1301122	+	288	81	141	117	139	527	489	5276	297	445
NMAR_RS07630	NC_010085.1	1301276	1301872	+	597	248	201	134	158	222	205	2498	175	174
NMAR_RS07635	NC_010085.1	1301869	1302390	+	522	126	148	86	115	110	94	1433	97	106
NMAR_RS07640	NC_010085.1	1302382	1303155	-	774	69	69	57	34	87	116	883	53	113
NMAR_RS07645	NC_010085.1	1303197	1303586	-	390	666	702	540	371	1272	1022	10201	662	881
NMAR_RS07650	NC_010085.1	1303617	1304372	-	756	144	192	156	193	245	181	1968	143	162
NMAR_RS07655	NC_010085.1	1304469	1304690	+	222	46	72	126	89	212	188	1691	69	126
NMAR_RS07660	NC_010085.1	1304693	1304881	-	189	208	380	404	438	147	262	3460	132	249
NMAR_RS07665	NC_010085.1	1304938	1305450	-	513	26	50	30	8	43	73	575	42	69
NMAR_RS07670	NC_010085.1	1305440	1306402	-	963	16	26	48	16	58	80	728	80	88
NMAR_RS07675	NC_010085.1	1306399	1308189	-	1791	67	112	83	100	158	203	1269	103	151
NMAR_RS07680	NC_010085.1	1308186	1309121	-	936	110	236	198	129	226	398	2090	143	197
NMAR_RS07685	NC_010085.1	1309111	1309680	-	570	49	80	48	19	19	36	398	18	56
NMAR_RS07690	NC_010085.1	1309697	1310107	-	411	219	397	264	310	496	508	3323	223	323
NMAR_RS07695	NC_010085.1	1310204	1310410	+	207	0	34	14	16	176	145	1329	38	103
NMAR_RS07700	NC_010085.1	1310429	1311712	-	1284	24	26	16	8	113	93	1048	64	91
NMAR_RS07705	NC_010085.1	1311780	1312781	-	1002	38	62	81	26	72	40	775	69	61
NMAR_RS07710	NC_010085.1	1312784	1313017	-	234	12	0	0	6	1	0	15	0	3
NMAR_RS07715	NC_010085.1	1313084	1313443	-	360	57	93	134	78	64	84	427	55	59
NMAR_RS07720	NC_010085.1	1313572	1314030	-	459	2029	1949	1937	1691	1601	1606	17466	1552	1339
NMAR_RS07725	NC_010085.1	1314106	1315857	+	1752	4106	6063	4897	3685	3062	3409	36141	2140	3017
NMAR_RS09835	NC_010085.1	1316015	1316182	+	168	108	116	44	68	88	84	1515	155	113
NMAR_RS07730	NC_010085.1	1316179	1316757	-	579	469	713	635	574	575	858	5701	525	503
NMAR_RS07735	NC_010085.1	1316841	1317122	+	282	665	1174	948	1014	848	986	7421	376	624
NMAR_RS07740	NC_010085.1	1317126	1317335	-	210	87	104	96	80	79	133	1170	26	92
NMAR_RS07745	NC_010085.1	1317398	1317583	+	186	229	276	159	243	133	166	1179	150	130
NMAR_RS07750	NC_010085.1	1317775	1317848	-	74	8	8	2	20	8	8	92	0	4
NMAR_RS07755	NC_010085.1	1317902	1319200	+	1299	431	340	320	343	213	244	2636	162	128
NMAR_RS07760	NC_010085.1	1319184	1320116	+	933	362	451	472	336	280	211	2575	162	228
NMAR_RS07765	NC_010085.1	1320117	1320437	-	321	140	236	231	160	714	726	7335	430	477
NMAR_RS07770	NC_010085.1	1320554	1321072	+	519	7633	5223	4483	4664	5896	6612	61746	5306	4689
NMAR_RS07775	NC_010085.1	1321069	1321377	-	309	73	52	29	59	25	54	617	18	56
NMAR_RS07780	NC_010085.1	1321377	1321781	-	405	190	189	231	88	182	164	1435	75	99
NMAR_RS07785	NC_010085.1	1321778	1323226	-	1449	1299	1527	1496	980	739	843	6077	633	594
NMAR_RS07790	NC_010085.1	1323300	1323539	+	240	0	6	6	32	38	3	241	6	12
NMAR_RS07795	NC_010085.1	1323582	1324943	+	1362	1307	1709	1671	1283	1315	1411	12045	842	1049
NMAR_RS09840	NC_010085.1	1324973	1325116	-	144	13	19	4	32	20	12	74	0	16
NMAR_RS07800	NC_010085.1	1325203	1326207	-	1005	212	180	144	189	269	298	2579	150	232
NMAR_RS07805	NC_010085.1	1326250	1327284	-	1035	199	269	274	239	207	264	1751	152	193
NMAR_RS07810	NC_010085.1	1327457	1327741	-	285	7595	10980	15125	8728	4801	6195	61758	3009	4878
NMAR_RS07815	NC_010085.1	1327840	1328232	-	393	14	24	38	24	67	79	551	72	59
NMAR_RS07820	NC_010085.1	1328229	1329227	-	999	46	64	52	50	61	99	1148	59	94
NMAR_RS07825	NC_010085.1	1329228	1329983	-	756	52	40	46	55	70	84	902	82	84
NMAR_RS07830	NC_010085.1	1329980	1331845	-	1866	260	270	362	272	456	482	4075	300	341
NMAR_RS07835	NC_010085.1	1331942	1332325	-	384	196	236	260	236	450	415	2974	219	279
NMAR_RS07840	NC_010085.1	1332454	1332846	-	393	238	460	179	270	92	90	610	38	62
NMAR_RS09845	NC_010085.1	1332983	1333153	+	171	32	50	56	50	24	14	193	13	17
NMAR_RS07845	NC_010085.1	1333198	1333581	-	384	93	209	86	111	468	565	4404	241	398
NMAR_RS07850	NC_010085.1	1333685	1334440	-	756	74	105	54	39	145	96	1634	49	91
NMAR_RS07855	NC_010085.1	1334547	1335326	+	780	317	336	219	215	476	410	3659	284	371
NMAR_RS07860	NC_010085.1	1335361	1335639	+	279	18	65	52	65	55	64	783	54	50
NMAR_RS07865	NC_010085.1	1335702	1336520	+	819	307	364	387	175	530	429	4420	250	423
NMAR_RS07870	NC_010085.1	1336645	1337190	+	546	83	104	104	99	126	100	1244	103	99
NMAR_RS07875	NC_010085.1	1337219	1337617	-	399	1305	1329	1338	961	911	997	11267	970	789
NMAR_RS07880	NC_010085.1	1337614	1340064	-	2451	1450	1670	1539	1283	1263	1793	12355	788	1016
NMAR_RS07885	NC_010085.1	1340205	1341287	-	1083	42	68	4	20	164	111	1310	142	114
NMAR_RS07890	NC_010085.1	1341364	1342236	+	873	0	20	42	18	81	74	602	58	97
NMAR_RS07895	NC_010085.1	1342242	1344224	+	1983	72	121	43	55	163	167	2225	140	181
NMAR_RS07900	NC_010085.1	1344226	1345155	+	930	28	42	14	10	67	86	828	68	68
NMAR_RS07905	NC_010085.1	1345206	1347521	-	2316	936	1140	900	796	1102	984	12439	887	771
NMAR_RS07910	NC_010085.1	1347536	1348153	-	618	1214	1643	1651	1085	1485	1409	13926	1345	1049
NMAR_RS07915	NC_010085.1	1348150	1349118	-	969	1277	1630	1733	1384	1228	1266	11543	1080	922
NMAR_RS07920	NC_010085.1	1349149	1349682	-	534	227	441	312	345	456	363	4198	307	417
NMAR_RS09850	NC_010085.1	1349774	1349927	+	154	1353	1874	2175	1578	1682	1896	19280	559	748
NMAR_RS07930	NC_010085.1	1349952	1350800	-	849	34	52	34	7	76	77	627	28	45
NMAR_RS07935	NC_010085.1	1350892	1353156	-	2265	5540	5873	5320	4297	5247	5447	53022	3618	3967
NMAR_RS07940	NC_010085.1	1353303	1353932	+	630	1172	2352	1814	1226	1800	1818	17583	905	1540
NMAR_RS07945	NC_010085.1	1353935	1354501	-	567	478	738	546	578	329	409	5151	244	465
NMAR_RS07950	NC_010085.1	1354520	1354759	-	240	891	1307	1285	942	1855	1964	18099	1122	1280
NMAR_RS07955	NC_010085.1	1354803	1355222	-	420	88	286	219	172	269	201	2307	107	172
NMAR_RS07965	NC_010085.1	1355468	1355731	+	264	10	0	0	7	16	12	128	34	5
NMAR_RS07970	NC_010085.1	1355702	1357345	-	1644	626	691	494	414	918	1153	8406	607	857
NMAR_RS07975	NC_010085.1	1357336	1358721	-	1386	563	759	659	485	851	899	7578	653	679
NMAR_RS07980	NC_010085.1	1358772	1359884	+	1113	224	289	318	288	444	449	4859	451	410
NMAR_RS07985	NC_010085.1	1359881	1360162	+	282	12	44	12	31	22	28	485	34	32
NMAR_RS07990	NC_010085.1	1360309	1361319	-	1011	785	1313	884	859	1345	1385	15071	816	1038
NMAR_RS07995	NC_010085.1	1361392	1361721	-	330	60	98	60	96	256	237	2783	176	187
NMAR_RS08000	NC_010085.1	1361774	1362250	-	477	133	266	155	209	129	152	1403	93	97
NMAR_RS08005	NC_010085.1	1362284	1363348	-	1065	2815	3036	3381	2368	3754	4099	36310	2680	2998
NMAR_RS08010	NC_010085.1	1363650	1363723	-	74	82	101	132	120	57	56	1008	40	46
NMAR_RS08015	NC_010085.1	1363804	1364358	+	555	743	1298	998	956	954	1048	8806	542	711
NMAR_RS08020	NC_010085.1	1364392	1364466	+	75	87	106	85	115	66	31	763	39	47
NMAR_RS08025	NC_010085.1	1364467	1365354	-	888	574	882	723	658	549	658	5167	431	512
NMAR_RS08030	NC_010085.1	1365473	1365856	+	384	3209	4886	4686	3722	3300	3837	32079	1674	2938
NMAR_RS08035	NC_010085.1	1365864	1365987	-	124	123	230	191	189	142	220	1582	91	106
NMAR_RS08040	NC_010085.1	1366079	1366152	+	74	80	80	20	60	12	23	68	14	11
NMAR_RS08045	NC_010085.1	1366301	1367164	+	864	354	491	479	499	1086	1224	13019	831	944
NMAR_RS08050	NC_010085.1	1367240	1367890	-	651	207059	187066	202389	154268	311599	360253	2441338	250976	232971
NMAR_RS08055	NC_010085.1	1368025	1368387	-	363	37423	29638	35119	24524	49201	53632	364148	29978	28903
NMAR_RS08060	NC_010085.1	1368507	1369070	-	564	398403	473927	416178	408477	377917	485707	3621067	375177	337445
NMAR_RS08065	NC_010085.1	1369326	1369895	+	570	243029	258115	249818	195034	341183	419264	2926508	250135	270874
NMAR_RS08070	NC_010085.1	1369991	1370305	+	315	147	153	171	169	51	58	699	43	64
NMAR_RS08075	NC_010085.1	1370346	1370864	+	519	1347	1900	1736	1347	1947	2325	18301	1253	1585
NMAR_RS08080	NC_010085.1	1370967	1371236	-	270	20839	30951	27121	22007	34889	46510	306337	20618	30979
NMAR_RS08085	NC_010085.1	1371346	1371678	-	333	19563	15829	18683	11538	27199	26733	202494	13289	15624
NMAR_RS08090	NC_010085.1	1371803	1372252	+	450	4613	6562	4538	4361	6340	5498	83847	5335	6321
NMAR_RS08095	NC_010085.1	1372252	1373673	+	1422	1106	1516	1789	1235	1004	1015	9962	601	719
NMAR_RS08100	NC_010085.1	1373636	1373878	+	243	48	53	61	67	47	25	578	51	52
NMAR_RS08105	NC_010085.1	1373878	1375143	+	1266	620	1063	902	772	873	878	8389	546	607
NMAR_RS08110	NC_010085.1	1375184	1375795	+	612	857	978	889	715	1596	1557	16942	1070	1640
NMAR_RS08115	NC_010085.1	1375822	1376247	+	426	31	52	82	35	109	88	889	59	77
NMAR_RS08120	NC_010085.1	1376438	1377895	+	1458	2268	2664	2305	1870	2882	2687	25999	1773	1987
NMAR_RS08125	NC_010085.1	1377936	1378730	+	795	229	419	271	258	533	514	4746	214	361
NMAR_RS08130	NC_010085.1	1378731	1380293	+	1563	534	642	499	334	527	512	5047	393	467
NMAR_RS08135	NC_010085.1	1380359	1381903	+	1545	1210	2076	1263	1085	1585	1379	15728	1053	1338
NMAR_RS08140	NC_010085.1	1381905	1382360	+	456	79	103	37	39	49	30	651	37	71
NMAR_RS08145	NC_010085.1	1382425	1382988	+	564	674	441	238	274	886	679	5358	605	557
NMAR_RS08150	NC_010085.1	1382990	1383211	+	222	2	7	8	0	44	16	79	4	16
NMAR_RS08155	NC_010085.1	1383283	1383864	+	582	148	215	131	109	189	225	2160	235	126
NMAR_RS08160	NC_010085.1	1383857	1384567	-	711	1826	1789	1826	1702	1468	1687	14100	1173	1278
NMAR_RS09855	NC_010085.1	1384650	1384826	-	177	135	335	285	173	150	162	2462	109	264
NMAR_RS08165	NC_010085.1	1384946	1385287	+	342	794	1135	1073	806	1866	1586	18088	1742	973
NMAR_RS08170	NC_010085.1	1385420	1385659	-	240	1755	3105	2344	1968	2262	3031	22940	1540	2347
NMAR_RS08175	NC_010085.1	1385800	1386762	-	963	73	179	151	103	221	200	2065	99	165
NMAR_RS08180	NC_010085.1	1386804	1388972	-	2169	6018	7957	8334	6426	9822	11913	94345	6418	8017
NMAR_RS08185	NC_010085.1	1389055	1391223	-	2169	12541	16205	17115	12956	19742	22027	209263	14999	16831
NMAR_RS08190	NC_010085.1	1391235	1393613	-	2379	37064	42853	39889	34120	45396	53878	448515	36810	38450
NMAR_RS08195	NC_010085.1	1393809	1394834	+	1026	296	396	266	267	466	471	5092	337	359
NMAR_RS08200	NC_010085.1	1394794	1395360	-	567	8	6	7	4	16	2	122	20	12
NMAR_RS08205	NC_010085.1	1395344	1395964	-	621	18	38	32	25	53	33	524	73	66
NMAR_RS08210	NC_010085.1	1396002	1396325	+	324	115	191	81	66	308	197	2507	157	238
NMAR_RS08215	NC_010085.1	1396322	1397305	-	984	159	180	173	149	215	249	2006	155	170
NMAR_RS08220	NC_010085.1	1397307	1398494	-	1188	362	441	358	273	530	482	3784	176	290
NMAR_RS08225	NC_010085.1	1398567	1399115	+	549	0	16	4	2	32	21	257	14	24
NMAR_RS08230	NC_010085.1	1399147	1400658	+	1512	125	159	79	50	110	168	1546	159	142
NMAR_RS08235	NC_010085.1	1400699	1401001	-	303	50003	67188	71377	50675	118260	140552	974269	57006	77418
NMAR_RS08240	NC_010085.1	1401142	1401354	-	213	2508	4134	4630	2888	6416	7686	52955	1179	4191
NMAR_RS08245	NC_010085.1	1401468	1402733	+	1266	249	318	262	175	321	359	3856	268	245
NMAR_RS08250	NC_010085.1	1402735	1403577	+	843	10	36	8	0	12	16	102	4	13
NMAR_RS08255	NC_010085.1	1403611	1403685	+	75	0	12	6	3	0	2	81	4	4
NMAR_RS08260	NC_010085.1	1403726	1404076	+	351	20	36	29	19	82	25	767	48	77
NMAR_RS08265	NC_010085.1	1404073	1404537	-	465	1414	1954	1962	1478	2639	2865	23751	1325	2237
NMAR_RS08270	NC_010085.1	1404590	1406185	-	1596	6359	6631	6321	4839	7811	8258	72502	5983	6195
NMAR_RS08275	NC_010085.1	1406169	1406774	-	606	3899	5005	4619	4312	4208	5038	43514	3477	3556
